;Artist;Title;Date;Genre;Label;CriticScore;CriticNum;UserScore;UserNum
505;of Montreal;UR FUN;January 17;Indie Pop, Synthpop;Polyvinyl;74;10;62;10
506;Bill Fay;Countless Branches;January 17;Singer-Songwriter;Dead Oceans;82;9;70;9
507;Holy Fuck;Deleter;January 17;Indietronica;Last Gang;72;12;68;12
508;AJJ;Good Luck Everybody;January 17;;Indie Folk ;70;2;56;2
509;Keeley Forsyth;Debris;January 17;Avant-Folk;The Leaf Label;81;6;67;6
510;Hatari;Neyslutrans;January 17;;- ;NR;0;66;112
511;The Innocence Mission;see you tomorrow;January 17;Indie Folk, Folk Pop;Thérèse;74;5;69;5
512;The Professionals;The Professionals;January 17;Hip Hop;Madlib Invazion;71;3;65;3
513;...And You Will Know Us By the Trail of Dead;X: The Godless Void and Other Stories;January 17;Indie Rock;Dine Alone;79;7;69;7
514;Ovrkast.;Try Again;January 17;;Abstract Hip Hop ;70;1;72;1
515;Stunna 4 Vegas;RICH YOUNGIN;January 17;Trap Rap;Billion Dollar Baby, Interscope;55;2;43;2
516;Deserta;Black Aura My Sun;January 17;Shoegaze;felte;70;1;74;1
517;The Courteeners;More. Again. Forever.;January 17;Indie Rock;Ignition;76;5;56;5
518;Aoife Nessa Frances;Land of No Junction;January 17;Indie Folk, Chamber Pop, Singer-Songwriter;Ba Da Bing!;75;8;71;8
519;Theophilus London;Bebey;January 17;;Alternative R&B, Pop Rap ;70;2;68;2
520;Gabrielle Aplin;Dear Happy;January 17;Dance Pop, Electropop;Never Fade, AWAL;75;4;63;4
521;Anti-Flag;20/20 Vision;January 17;Pop Punk, Melodic Hardcore;Spinefarm;67;3;49;3
522;Oval;Scis;January 17;IDM, Electroacoustic;Thrill Jockey;73;3;65;3
523;A Girl Called Eddy;Been Around;January 17;Sophisti-Pop ;Elefant;85;2;65;2
524;Marcus King;El Dorado;January 17;Blue-eyed Soul;Fantasy;77;6;73;6
525;Little Big Town;Nightfall;January 17;Country Pop;Capitol Nashville;74;3;62;3
526;Lina_Raül Refree;Lina_Raül Refree;January 17;-;Glitterbeat;74;3;72;3
527;Ulla;Tumbling Towards a Wall;January 17;Ambient;Experiences Ltd;NR;0;70;26
528;Chelsea Cutler;How To Be Human;January 17;Electropop;Republic;NR;0;62;25
529;Chubby and The Gang;Speed Kills;January 17;-;Static Shock;80;2;68;2
530;Elliot Moss;A Change In Diet;January 17;Alternative R&B, Indietronica;The Orchard Music;69;2;66;2
531;Bergsonist;Middle Ouest;January 17;Minimal Techno, Acid Techno;Optimo Music;NR;0;69;18
532;Whyte Horses;Hard Times;January 17;-;CRC;68;2;66;2
533;Pulse Emitter;Swirlings;January 17;Progressive Electronic, Ambient;Hausu Mountain;71;3;63;3
534;Louise;Heavy Love;January 17;-;Lil Lou, Warner;80;1;56;1
535;Rome Fortune;FREEk;January 17;Trap Rap, Cloud Rap;Foundation Media;NR;0;61;14
536;Arms and Sleepers;Safe Area Earth;January 17;Trip Hop;Future Archive;65;2;65;2
537;Garganjua;Toward the Sun;January 17;Doom Metal, Post-Metal;Holy Roar;80;1;73;1
538;Vitão;Ouro;January 17;-;UM;NR;0;52;13
539;Laumė;Waterbirth;January 17;Electropop, Synthpop;Carpark Records;70;2;62;2
540;Big Baby Scumbag;Big Baby Earnhardt;January 17;;Trap Rap ;71;1;59;1
541;Sons Of Apollo;MMXX;January 17;-;Inside Out / Sony Music;NR;0;71;11
542;Yung Pinch;Back 2 The Beach;January 17;-;TWNSHP;63;2;63;2
543;Tutti Fenomeni;Merce Funebre;January 17;;Synthpop, Electropop ;NR;0;75;10
544;Akai Solo & BSTFRND;Like Hajime;January 17;;- ;NR;0;68;10
545;Them Airs;Union Suit XL;January 17;;Post-Punk ;NR;0;68;10
546;Della Mae;Headlight;January 17;-;Rounder;80;1;67;1
547;Alien Nosejob;All Of A Sudden Everything Is Twice As Loud;January 17;;- ;NR;0;74;7
548;Kyson;Kyson;January 17;;- ;NR;0;69;7
549;Hus Kingpin;End Of A Decade;January 17;-;it's WAVO;NR;0;71;7
550;Mata (pl);100 dni do matury;January 17;-;SBM Label;NR;0;68;6
551;Magnum;The Serpent Rings;January 17;-;Steamhammer;80;1;64;1
552;Stein Urheim;Downhill Uplift;January 17;-;Hubro;NR;0;67;6
553;Mr. Elevator;Goodbye, Blue Sky;January 17;-;Castle Face;80;1;70;1
554;British Lion;The Burning;January 17;Hard Rock, Heavy Metal;Explorer1 Music;78;2;55;2
555;Blessed Black;Beyond the Crimson Throne;January 17;-;Self-released;85;1;68;1
556;Is Real;More A Dome Than Anything;January 17;;- ;NR;0;64;5
557;Sir Michael Rocks;Broken Window of Opportunity;January 17;-;Marriani / Propelr Music;NR;0;76;5
558;The Cult of Dom Keller;Ascend!;January 17;-;Cardinal Fuzz;NR;0;66;5
559;Rat King;Vicious Inhumanity;January 17;-;Within the Mind;NR;0;65;5
560;Dustin Lynch;Tullahoma;January 17;Country Pop;This Is Hit;60;1;50;1
561;Blake Ashlin;Oh My Niandra;January 17;;- ;NR;0;71;4
562;David Cross & Peter Banks;Crossover;January 17;-;Noisy Records;NR;0;62;4
563;Bowery Bruisers;Bowery Bruisers;January 17;-;DreadKnocks;NR;0;72;4
564;Gloe;Dead Wait;January 17;;- ;NR;0;69;4
565;Cody Carpenter;Control;January 17;-;Blue Canoe Records;NR;0;55;4
566;Bankroll Freddie;From Trap To Rap;January 17;-;Quality Control Music;NR;0;50;4
567;Bleed The Sky;This Way Lies Madness;January 17;-;Art is War Records;NR;0;34;4
568;Observe Since 98;Royaume Du Sauvage;January 17;-;Loretta Records USA;NR;0;69;4
569;Bowery Bruisers;Bowery Bruisers;January 17;-;DreadKnocks;NR;0;72;4
570;Sixth June;Trust;January 17;Darkwave, Synthpop, Minimal Synth;The State51 Conspiracy;NR;0;66;3
571;Francisca Valenzuela;La Fortaleza;January 17;-;Sony Music Entertainment Chile S.A;NR;0;73;3
572;Chris Watson;The Rail Trail;January 17;-;Room40;NR;0;54;3
573;Criteria;Years;January 17;-;15 Passenger;NR;0;68;3
574;Broken Back;Good Days;January 17;-;Broken Back Inc.;NR;0;46;3
575;Svarttjern;Shame Is Just a Word;January 17;-;Soulseller;NR;0;66;3
576;Dardust;S.A.D. Storm And Drugs;January 17;-;Sony Music Entertainment;NR;0;79;3
577;John McLaughlin;Is That So?;January 17;;- ;NR;0;79;3
578;Hideyoshi;Dead End Adventure;January 17;-;Tokyo Young Vision;NR;0;72;3
579;Lucio Corsi;Cosa faremo da grandi?;January 17;-;Sugar;NR;0;77;3
580;Country Feedback;Season Premiere;January 17;;- ;NR;0;80;2
581;Bonded;Rest in Violence;January 17;Thrash Metal;Century Media;60;1;67;1
582;InMe;Jumpstart Hope;January 17;-;Killing Moon;75;2;52;2
583;Ruhig;Ruins of the Marble Garden;January 17;-;Semantica;NR;0;72;2
584;Maes;Les derniers salopards;January 17;;- ;NR;0;23;2
585;Porta Nigra;Schöpfungswut;January 17;-;Soulseller;NR;0;56;2
586;G. Love & Special Sauce;The Juice;January 17;;- ;70;1;59;1
587;Manuel Pessoa De Lima;Realejo;January 17;-;Black Truffle;NR;0;70;2
588;deLillos;Dum som et menneske;January 17;-;Drabant Music;NR;0;60;2
589;Various Artists;Electrosteen;January 17;;- ;NR;0;71;2
590;Joanna;Vénus;January 17;;- ;NR;0;77;1
591;Taboo;Strings Attached;January 17;;- ;NR;0;73;1
592;Couch Jackets;Spud v Cancer;January 17;;- ;NR;0;77;1
593;Dave Liebman;Mussorgsky Pictures Revisited;January 17;;- ;NR;0;74;1
594;Lysaar;Lysaar;January 17;;- ;NR;0;75;1
595;Lev Snowe;Someday Soon;January 17;;- ;NR;0;73;1
596;Cxrpse;EXILE;January 17;-;Spider Gang;NR;0;70;1
597;Dardust;S.A.D. Storm and Drugs;January 17;-;Sony;NR;0;56;1
598;SEYES;Beauty Dies;January 17;-;Music Box Publishing;NR;0;62;1
599;Ousel;Ousel;January 17;;- ;NR;0;57;1
600;Fausto Sebastiani;Il Paese Degli Uomini Integri;January 17;;- ;NR;0;74;1
601;Let's Talk;I Can't Sleep But I Can Dream;January 17;-;Let's Talk;NR;0;75;1
602;UUBBUURRUU;Uubbuurruu;January 17;-;Mothland Records;NR;0;76;1
603;Jonah Parzen-Johnson;Imagine Giving Up;January 17;;- ;80;1;63;1
604;Kaoteon;Kaoteon;January 17;Black Metal;Self-released;60;1;80;1
605;Sharlene;Viaje;January 17;-;UMG Recordings;NR;0;78;1
606;Simone Beneventi;Wooden Songs;January 17;;- ;NR;0;78;1
607;Back To '84;Foreign Dreams;January 17;-;Back To 84;NR;0;75;1
608;Ryte;Ryte;January 17;-;Heavy Psych Sounds;NR;0;71;1
609;Folke Nikanor;Rymden Enligt Folke Nikanor;January 17;-;Novoton & Sing a Song Fighter;NR;0;64;1
610;Carl Philipp Emanuel Bach, Akademie Für Alte Musik Berlin, Xenia Löffler;C.P.E. Bach: Oboe Concertos;January 17;-;Harmonia Mundi;NR;0;55;1
611;Jeremy Pelt;Is That So?;January 17;;- ;NR;0;79;1
612;Talib Kweli & Lupe Fiasco;Blackstar;January 17;;- ;NR;0;45;1
613;Eleventyseven;Basic Glitches;January 17;-;Rock Candy Recordings;NR;0;57;1
614;Oberst;Paradise;January 17;Metal;Indie;60;1;60;1
615;Sunk Cost;Altitude Sickness;January 17;-;Monorail Trespassing;NR;0;70;1
616;Jeremy Pelt;The Art of Intimacy, Vol. 1;January 17;-;HighNote;NR;0;79;1
617;L'Homme Absurde;Belong;January 17;;- ;NR;0;78;1
618;Lida;Юность 2020;January 17;-;Ренессанс;NR;0;59;1
619;Kinderzimmer Productions;Todesverachtung to Go;January 17;-;Grönland;NR;0;80;1
620;String Orchestra Of Brooklyn;afterimage;January 17;;- ;NR;0;45;1
621;Nystrand / Klein;Bayou Stickee;January 17;-;Monorail Trespassing;NR;0;75;1
622;Lorenzo Masotto;Home;January 17;;- ;NR;0;40;1
623;Hände;UWAGA, SZKŁO!;January 17;;Post-Punk ;NR;0;63;1
624;Gio Dee;Ready Now?;January 17;-;Chef Entertainment / Rose City Entertainment;NR;0;50;1
625;J. M. Pagán;Kiu I Els Seus Amics;January 17;-;Finders Keepers Records;NR;0;76;1
626;Markus Reuter;Truce;January 17;;- ;NR;0;72;1
627;Jana Herzen;Nothing but Love;January 17;;- ;NR;0;81;1
628;Liz Durette;Delight;January 17;-;Feeding Tube;NR;0;66;1
629;Roosbeef;Lucky;January 17;-;Buffel;NR;0;60;1
630;Nano神社 (✪㉨✪);The Demise of Nanami;January 17;-;business casual;NR;0;85;1
631;AIRCHINA;LP 2;January 17;-;Italic;NR;0;74;1
632;Black Deer;Black Deer;January 17;-;Huntleys + Palmers;NR;0;76;1
633;Big Tone;Beat the Oddz;January 17;-;Sav It Out Records;NR;0;61;1
634;The Osedax;Meridians;January 17;;- ;NR;0;55;1
635;David Dondero;The Filter Bubble Blues;January 17;;- ;NR;0;68;1
636;Tenny;Échec & Maât;January 17;-;Y&W, MoonChild;NR;0;70;1
637;Prospective;All We Have;January 17;-;Long Branch;40;1;40;1
638;Jochen Tiberius Koch;Astoria;January 17;;- ;NR;0;77;1
639;Pintandwefall;Your Stories Baby;January 17;-;Soliti;NR;0;64;1
640;3FORCE;Divide & Collide;January 17;-;FiXT Neon;NR;0;70;1
641;Oberst;Paradise;January 17;Metal;Indie;60;1;60;1
642;Jeremy Pelt;The Art of Intimacy, Vol. 1;January 17;-;HighNote;NR;0;79;1
643;L'Homme Absurde;Belong;January 17;;- ;NR;0;78;1
644;Steve Harris' British Lion;The Burning;January 17;-;Parlophone Records;NR;0;NR;0
645;Victorius;Space Ninjas from Hell;January 17;-;Napalm Records;NR;0;NR;0
646;White Chameleon;Beyond the Gate of Tannhauser;January 17;;- ;NR;0;NR;0
647;Wolves In Exile;Frost and Ruin;January 17;-;Ukem Records;NR;0;NR;0
648;DELEYAMAN;Sentinel;January 17;-;Sonic Rendezvous;NR;0;NR;0
