;Artist;Title;Date;Genre;Label;CriticScore;CriticNum;UserScore;UserNum
3105;Brakence;punk2;March 26;-;brakence;NR;0;73;16
3106;Empara Mi;Suitcase Full of Sins;March 26;-;Spinning Circle;NR;0;79;3
3107;Three Knee Deep;Three Knee Deep;March 26;-;Triple B Records;NR;0;73;3
3108;Lil AK Trap;AK'S World 01;March 26;-;Flex Entertainment;NR;0;55;3
3109;Leisure Suite;Overture;March 26;;- ;NR;0;74;2
3110;Bonson;Królu Złoty;March 26;-;Def Jam Recordings Polska;NR;0;1;1
3111;Bruno Sanfilippo;Piano Textures 5;March 26;;- ;NR;0;60;1
3112;MILK FANGS;Bloodwork;March 26;-;MILK FANGS;NR;0;78;1
3113;YUNGMORPHEUS;BLACK SCHEMATA;March 26;;- ;NR;0;NR;0
3114;Aj Suede;Finesse The Cube II;March 26;;- ;NR;0;NR;0
3115;Square Fauna;Meet The Fauna;March 26;-;Firecracker Recordings;NR;0;NR;0
3116;Dua Lipa;Future Nostalgia;March 27;Dance Pop, Nu-Disco;Warner;86;27;78;27
3117;Waxahatchee;Saint Cloud;March 27;Singer-Songwriter, Indie Rock;Merge;84;29;72;29
3118;Nicolas Jaar;Cenizas;March 27;Ambient, Electronic;Other People;85;6;74;6
3119;Joyner Lucas;ADHD;March 27;;Trap Rap ;56;1;36;1
3120;Pearl Jam;Gigaton;March 27;Alternative Rock;Monkeywrench, Republic;77;28;59;28
3121;5 Seconds of Summer;CALM;March 27;Pop Rock, Electropop;Interscope;70;6;61;6
3122;PARTYNEXTDOOR;PARTYMOBILE;March 27;Alternative R&B, R&B;OVO Sound, Warner;55;2;44;2
3123;Sorry;925;March 27;Indie Rock, Post-Punk;Domino;79;18;74;18
3124;Knxwledge;1988;March 27;Instrumental Hip Hop;Stones Throw;70;2;75;2
3125;Little Dragon;New Me, Same Us;March 27;Neo-Soul, Art Pop;Ninja Tune;72;14;67;14
3126;Half Waif;The Caretaker;March 27;Art Pop, Synthpop;Anti, Epitaph;79;7;73;7
3127;Comethazine;PANDEMIC;March 27;-;Alamo;NR;0;41;95
3128;Jessie Reyez;Before Love Came To Kill Us;March 27;Trap Rap, R&B;Island;77;7;68;7
3129;The Chats;High Risk Behaviour;March 27;Garage Punk;Bargain Bin;79;13;68;13
3130;Skepta, Chip & Young Adz;Insomnia;March 27;UK Hip Hop, Trap Rap;SKC M29;80;5;57;5
3131;Brian Fallon;Local Honey;March 27;Singer-Songwriter;Lesser Known;82;5;71;5
3132;Nap Eyes;Snapshot of a Beginner;March 27;Indie Rock;Jagjaguwar;77;8;68;8
3133;Cavetown;Sleepyhead;March 27;-;Sire;NR;0;64;45
3134;Daniel Avery & Alessandro Cortini;Illusion Of Time;March 27;Drone, Ambient;Mute;72;7;72;7
3135;Igorrr;Spirituality and Distortion;March 27;;- ;93;2;75;2
3136;Melt Yourself Down;100% Yes;March 27;Art Punk;Decca;80;4;74;4
3137;Margaret Glaspy;Devotion;March 27;Singer-Songwriter;ATO;75;6;68;6
3138;The Necks;Three;March 27;Avant-Garde Jazz;Northern Spy;77;3;70;3
3139;Matt Elliott;Farewell to All We Know;March 27;;- ;NR;0;74;23
3140;Vanessa Carlton;Love Is An Art;March 27;Art Pop, Singer-Songwriter;Dine Alone;78;4;69;4
3141;In This Moment;Mother;March 27;;- ;55;2;60;2
3142;Ringo Deathstarr;Ringo Deathstarr;March 27;-;Club AC30;80;1;72;1
3143;Basia Bulat;Are You in Love?;March 27;Singer-Songwriter, Folk Pop;Secret City;74;8;66;8
3144;Deeper;Auto-Pain;March 27;Post-Punk;Fire Talk;78;2;70;2
3145;Milk Teeth;Milk Teeth;March 27;-;Music For Nations;80;2;65;2
3146;Jacaszek;Music for Film;March 27;-;Ghostly International;80;1;74;1
3147;Lilly Hiatt;Walking Proof;March 27;Singer-Songwriter;New West;83;5;67;5
3148;Catholic Action;Celebrated By Strangers;March 27;Pop Rock, Indie Rock;Modern Sky, Palo Santo;78;4;74;4
3149;Dana Gavanski;Yesterday Is Gone;March 27;Art Pop;Ba Da Bing!;80;2;71;2
3150;Wake;Devouring Ruin;March 27;-;Translation Loss;90;1;80;1
3151;Cable Ties;Far Enough;March 27;Post-Punk, Indie Rock;Merge Records;73;4;69;4
3152;Jeezy;Twenty/20 Pyrex Vision;March 27;Trap Rap;Agency 99;50;1;53;1
3153;FACS;Void Moments;March 27;Post-Punk, Noise Rock;Trouble In Mind Records;75;2;67;2
3154;Cleo Sol;Rose In The Dark;March 27;-;Forever Living Originals;NR;0;79;12
3155;The Birthday Massacre;Diamonds;March 27;-;Metropolis Records;72;2;73;2
3156;Delacey;Black Coffee;March 27;-;Hitco / Delicate Flower;85;1;69;1
3157;Giveon;TAKE TIME;March 27;-;Epic;NR;0;72;11
3158;Mamaleek;Come & See;March 27;-;The Flenser;NR;0;76;11
3159;Joey Trap;Champ!;March 27;-;Young Rich Squad;NR;0;61;11
3160;Activity;Unmask Whoever;March 27;-;Western Vinyl;NR;0;76;11
3161;Lizzy Farrall;Bruise;March 27;;- ;NR;0;59;10
3162;Orion Sun;Hold Space For Me;March 27;-;Mom+Pop;68;2;67;2
3163;Jordana;Classical Notions of Happiness;March 27;Indie Pop;Grand Jury Music;NR;0;72;10
3164;The Orb;Abolition of the Royal Familia;March 27;Ambient House;Cooking Vinyl Limited;75;5;76;5
3165;Nick Storring;My Magic Dreams Have Lost Their Spell;March 27;Electroacoustic, Modern Classical;Orange Milk Records;85;2;66;2
3166;Mumrunner;Valeriana;March 27;-;Shelflife;NR;0;74;8
3167;Jennah Barry;Holiday;March 27;Singer-Songwriter;Forward Music Group;79;4;67;4
3168;Hailu Mergia;Yene Mircha;March 27;-;Awesome Tapes From Africa;79;2;73;2
3169;KeiyaA;Forever, Ya Girl;March 27;;- ;NR;0;80;8
3170;Ingrid Andress;Lady Like;March 27;;- ;70;1;58;1
3171;PHARAOH;Правило;March 27;-;Dead Dynasty;NR;0;58;8
3172;Telepathy;Burn Embrace;March 27;;Post-Metal ;NR;0;71;7
3173;Academia Da Berlinda;Descompondo o Silêncio;March 27;;- ;NR;0;78;7
3174;Windy & Carl;Allegiance and Conviction;March 27;-;kranky;72;4;69;4
3175;Lewsberg;In This House;March 27;;- ;77;3;68;3
3176;Clem Snide;Forever Just Beyond;March 27;;Indie Folk ;77;2;82;2
3177;Me and That Man;New Man, New Songs, Same Shit, Vol. 1;March 27;;- ;70;3;68;3
3178;Magic Sword;Endless;March 27;-;Joyful Noise Recordings;NR;0;71;6
3179;Clem Snide;Forever Just Beyond;March 27;;Indie Folk ;77;2;82;2
3180;Orochi;Celebridade;March 27;;- ;NR;0;70;5
3181;Bongeziwe Mabandla;iimini;March 27;-;Self Released;NR;0;76;5
3182;Jeremy Renner;The Medicine;March 27;-;Record Street Music, Inc.;NR;0;45;5
3183;The Dwarfs of East Agouza;The Green Dogs of Dahshur;March 27;-;Akuphone;NR;0;66;5
3184;Cucina Povera;Tyyni;March 27;-;Night School;NR;0;68;5
3185;Shallou;Magical Thinking;March 27;;- ;NR;0;65;5
3186;Jeremiah Lloyd Harmon;Namesake;March 27;-;Big Ego;NR;0;79;5
3187;Scary The Band;La Banda;March 27;-;Creepy Records;NR;0;71;4
3188;Robotaki;The Grand Mirage;March 27;-;Foreign Family;NR;0;71;4
3189;Temple Of Void;The World That Was;March 27;Doom Metal, Death Metal;Shadow Kingdom;NR;0;74;4
3190;Giulio Aldinucci;Shards of Distant Times;March 27;;Ambient, Drone ;NR;0;68;4
3191;Gold Cage;Social Crutch;March 27;-;felte;NR;0;72;4
3192;Hundreds;The Current;March 27;;- ;NR;0;54;4
3193;Chams;L’ame agit;March 27;-;Abîme;NR;0;72;4
3194;Josyara;Estreite;March 27;;- ;NR;0;70;4
3195;MATRANG;Три;March 27;-;Gazgolder;NR;0;75;4
3196;Cláudia Pascoal;!;March 27;;- ;NR;0;67;4
3197;Slim Thug;Thug Life;March 27;-;Hogg Life;NR;0;57;4
3198;C.A.R.;Crossing Prior Street;March 27;-;Ransom Note Records;NR;0;67;3
3199;Vinnum Sabbathi;of Dimensions & Theories;March 27;-;Stolen Body;NR;0;73;3
3200;San Fermin;The Cormorant I & II;March 27;-;Better Company;NR;0;75;3
3201;Tamikrest;Tamotait;March 27;-;Glitterbeat;NR;0;79;3
3202;Loveblind;Sleeping Visions;March 27;-;Saint Marie Records;NR;0;70;3
3203;Avishai Cohen Big Vicious;Big Vicious;March 27;-;ECM Records;80;1;81;1
3204;Jim Lauderdale;When Carolina Comes Home Again;March 27;-;Yep Roc Records;NR;0;70;3
3205;Irist;Order of the Mind;March 27;Progressive Metal;Nuclear Blast;75;2;60;2
3206;Simon Fisher Turner & Edmund De Waal;A Quiet Corner In Time;March 27;-;Mute;NR;0;71;3
3207;Jill Andrews;Thirties;March 27;-;Vulture Vulture;NR;0;61;3
3208;Softcore Untd.;Bygger opp, river ned;March 27;-;Cascine;NR;0;66;2
3209;CAKEBOY;Luvanda;March 27;-;Glam Go Gang;NR;0;71;2
3210;The Beautiful Mistake;You're not broken. I Am.;March 27;;- ;NR;0;65;2
3211;Laila Biali;Out of Dust;March 27;-;ACT Music;NR;0;71;2
3212;Primitive World;The Revolt of Aphrodite;March 27;-;Ecstatic;NR;0;49;2
3213;Demonic Death Judge;The Trail;March 27;-;SUICIDE RECORDS;NR;0;86;2
3214;Warp Chamber;Implements of Excruciation;March 27;;- ;60;1;74;1
3215;Daniel Son & Finn;Dirty Dishes;March 27;-;Brown Bag Money & Gold Era);NR;0;67;2
3216;Moodie Black;Fuzz;March 27;-;Fake Four Inc.;NR;0;64;2
3217;Dion Timmer;Enter Achroma;March 27;-;Deadbeats;NR;0;57;2
3218;Somni;Home;March 27;-;Friends of Friends;70;1;63;1
3219;Vikingur Olafsson;Debussy Rameau;March 27;-;DG;NR;0;70;2
3220;The Suicide Machines;Revolution Spring;March 27;-;Fat Wreck Chords;NR;0;72;2
3221;Lovesomemama;Real D;March 27;;- ;NR;0;64;2
3222;Unique Salonga;Pangalan;March 27;-;O/C;NR;0;80;2
3223;Me & That Man;New Man, New Songs, Same Shit Vol.1;March 27;-;Napalm Records;NR;0;55;2
3224;Che Ecru;Still Single;March 27;;- ;NR;0;89;2
3225;Ak’Chamel, The Giver Of Illness;The Totemist;March 27;-;Akuphone;NR;0;77;2
3226;Softcore Untd.;Bygger opp, river ned;March 27;-;Cascine;NR;0;66;2
3227;CAKEBOY;Luvanda;March 27;-;Glam Go Gang;NR;0;71;2
3228;The Beautiful Mistake;You're not broken. I Am.;March 27;;- ;NR;0;65;2
3229;Laila Biali;Out of Dust;March 27;-;ACT Music;NR;0;71;2
3230;Primitive World;The Revolt of Aphrodite;March 27;-;Ecstatic;NR;0;49;2
3231;Demonic Death Judge;The Trail;March 27;-;SUICIDE RECORDS;NR;0;86;2
3232;Warp Chamber;Implements of Excruciation;March 27;;- ;60;1;74;1
3233;Graceless;Where Vultures Know Your Name;March 27;;- ;NR;0;60;1
3234;Martín Buscaglia;Basta de Música;March 27;-;Lovemonk;NR;0;71;1
3235;Smoke Mountain;Queen of Sin;March 27;;- ;NR;0;77;1
3236;Superposition;Superposition;March 27;-;We Jazz;NR;0;60;1
3237;Foshe;Nice to Meetcha;March 27;-;Foshe Records;NR;0;87;1
3238;Mestizo & Controller 7;Couch;March 27;-;Grey Carpet Records;NR;0;93;1
3239;Montarrosa;Fuega camina conmigo;March 27;-;Montarosa;NR;0;61;1
3240;The No Ones;The Great Lost No Ones Album;March 27;-;Yep Roc Records;70;1;60;1
3241;Simon Fisher Turner;A Quiet Corner In Time;March 27;;- ;NR;0;83;1
3242;Pouppee Fabrikk;Armen;March 27;;- ;NR;0;81;1
3243;Kungg Fuu;Enigma Roots;March 27;;- ;NR;0;68;1
3244;Meadows;The Emergency Album;March 27;-;AntiFragile Music;NR;0;64;1
3245;Seth Weaver Big Band;Truth;March 27;-;Truth;NR;0;52;1
3246;WuW;Retablir L'eternite;March 27;;- ;NR;0;75;1
3247;Nekrovault;Totenzug: Festering Peregrination;March 27;-;Ván Records;NR;0;75;1
3248;Celestaphone;Weevil in Disguise;March 27;-;Drumhex;NR;0;88;1
3249;Pejzaż;Blues;March 27;-;The Very Polish Cut Outs;NR;0;67;1
3250;DakhaBrakha;Alambari;March 27;;- ;NR;0;63;1
3251;CG5;Patiently;March 27;;- ;NR;0;45;1
3252;Lex Leosis;Mythologies;March 27;;- ;80;1;71;1
3253;Skinny Hightower;Blue Moon;March 27;-;Trippin N Rhythm;NR;0;37;1
3254;The Heavy Eyes;Love Like Machines;March 27;;- ;NR;0;72;1
3255;Cathédrale;Houses Are Built The Same;March 27;-;Howlin Banana Records;NR;0;74;1
3256;Kandace Springs;The Women Who Raised Me;March 27;-;Blue Note;77;3;68;3
3257;Mayflower Madame;Prepared for a Nightmare;March 27;;- ;NR;0;72;1
3258;Ca2+;Overtone Widow;March 27;-;Northern Electronics;NR;0;64;1
3259;Clara;Growing Up Sucks;March 27;-;Sony Music Entertainment Denmark A/S;NR;0;30;1
3260;Coriky;Coriky;March 27;-;Dischord Records;NR;0;82;1
3261;Echium;Disruptions of Form;March 27;;- ;NR;0;70;1
3262;Vedo;For You;March 27;-;New Wav Music Group/Island Prolific/EMPIRE;NR;0;30;1
3263;Chicago Underground Quartet;Good Days;March 27;-;Monofonus Press/Astral Spirits;NR;0;55;1
3264;David Behrman, Paul DeMarinis, Fern Friedman, Terri Hanlon & Anne Klingensmith;She’s More Wild...;March 27;-;Black Truffle;NR;0;74;1
3265;Omega Infinity;Solar Spectre;March 27;;- ;NR;0;10;1
3266;Camarades Bretons;Camarades Bretons;March 27;-;Gang of Ducks;NR;0;73;1
3267;Ahti & Ahti;Why Do Birds Suddenly Appear?;March 27;;- ;NR;0;65;1
3268;OJR (Oliver John-Rodgers);Nashville Demos, Vol. 2;March 27;-;OJR / Tone Tree Music;NR;0;85;1
3269;Avec;Homesick;March 27;;- ;NR;0;77;1
3270;The Howling Hex;Knuckleball Express;March 27;-;Fat Possum;80;1;NR;0
3271;Sinitus Tempo;Heavens Footprint;March 27;;- ;NR;0;NR;0
3272;Cutting Crew;Ransomed Healed Restored Forgiven;March 27;-;August Day;NR;0;NR;0
3273;Oliver Tree;UGLY IS BEAUTIFUL;March 27;-;Atlantic Records;NR;0;NR;0
3274;Water From Your Eyes;33​:​44;March 27;;- ;NR;0;NR;0
3275;Mister Nobu;TAVIE;March 27;-;Arts & Crafts Productions Inc.;NR;0;NR;0
3276;Walk Through Fire;Vår Avgrund;March 27;-;Wolves and Vibrancy;NR;0;NR;0
3277;Jesse Daniel;Rollin' On;March 27;-;Die True;NR;0;NR;0
3278;Beez & Gonzo;None the Wiser;March 27;;- ;NR;0;NR;0
3279;Water From Your Eyes;33​:​44;March 27;;- ;NR;0;NR;0
3280;Walk Through Fire;Vår Avgrund;March 27;-;Wolves and Vibrancy;NR;0;NR;0
3281;Jesse Daniel;Rollin' On;March 27;-;Die True;NR;0;NR;0
3282;Beez & Gonzo;None the Wiser;March 27;;- ;NR;0;NR;0
3283;Walter Etc.;Dark Comedy Performance Piece of My Life;March 27;-;Making New Enemies;NR;0;NR;0
3284;Michael Vallera;Window In;March 27;-;Denovali;78;1;NR;0
3285;Philipp Rumsch;µ: of Anxiety x Discernment;March 27;;- ;NR;0;NR;0
3286;WuW;Retablir L'eternitè;March 27;;- ;NR;0;NR;0
3287;Death Wish Birdie;Psychopaths & Prima Donnas;March 27;;- ;NR;0;NR;0
3288;The Dead Maggies;More Than Just Ghosts;March 27;;- ;NR;0;NR;0
3289;​collin777;FAMILY PROBLEMS;March 27;;- ;NR;0;NR;0
3290;Lord Siva;Lys;March 27;-;disco:wax;NR;0;NR;0
3291;Friend/Enemy;HIH NO/ON;March 27;-;Joyful Noise;70;1;NR;0
3292;Sheppard;Somebody Like You;March 27;-;Universal Music;NR;0;NR;0
3293;Yasuyuki Uesugi;Artificial Mass;March 27;-;Last Night From Glasgow Komponist;NR;0;NR;0
3294;Eddie Kaine & The Standouts;Nezzie's Star;March 27;;- ;NR;0;NR;0
3295;Ampichino;Quarantine;March 27;-;Double F, Rapbay, Urabnlife;NR;0;NR;0
3296;Zefffff;Avendeaja;March 27;-;a;NR;0;NR;0
3297;​collin777;FAMILY PROBLEMS;March 27;;- ;NR;0;NR;0
3298;Lord Siva;Lys;March 27;-;disco:wax;NR;0;NR;0
3299;Friend/Enemy;HIH NO/ON;March 27;-;Joyful Noise;70;1;NR;0
3300;Nils Frahm;Empty;March 28;-;Erased Tapes;80;1;73;1
3301;Frankie Stew And Harvey Gunn;breathing exercises;March 28;;- ;NR;0;77;5
3302;Graymatter;Danger Room Instrumentals;March 28;-;Scheme Team;NR;0;67;3
3303;S.hel;Disconnect;March 28;;- ;NR;0;65;1
3304;Patricia Taxxon;Rainbow Road;March 28;;- ;NR;0;70;1
3305;Veronika Stepanova;Queen Of Psychology;March 28;-;Glory;NR;0;NR;0
3306;The Boyboy West Coast;Anxiety & Depression;March 29;;- ;NR;0;19;3
3307;A.F. Jones;A Jurist for Nothing;March 29;-;Gertrude;NR;0;74;1
3308;See'J Foster;HiSonGreWings;March 29;;- ;NR;0;NR;0
3309;Dogs See Ghosts;test album;March 29;-;dogs.;NR;0;NR;0
3310;Seabuckthorn;Through A Vulnerable Occur;March 30;;- ;NR;0;65;2
3311;Vanessa Rossetto;Perhaps at Some Time You Have Acted in a Play, Even If It Was When You Were a Child;March 30;;- ;NR;0;60;2
3312;Cucina Povera & Haron;Plafond 6;March 30;-;Bakk;NR;0;66;2
3313;Rose Mulet;Roses;March 30;-;Independent;NR;0;0;2
3314;ANGEL-HO;Woman Call;March 30;;- ;NR;0;74;2
3315;The Globs;The Weird and Wonderful World of The Globs;March 30;-;Dead Broke Rekerds;NR;0;92;2
3316;Eevee;Eevee Beat Tape 10;March 30;;- ;NR;0;55;1
3317;Delta Rae;The Light;March 30;;- ;NR;0;60;1
3318;Jute Gyte;Respice Finem;March 30;;- ;NR;0;50;1
3319;Fashion Flesh;High Esteem;March 30;-;Unknown Precept;NR;0;NR;0
3320;That Kid;Crush;March 31;Bubblegum Bass, Electropop, Dance Pop;That Kid Records;NR;0;67;31
3321;Space Cadet;absolute prismatic collapse;March 31;-;Irony Records;NR;0;60;4
3322;Murat Sebert;Dreams of the Young Generation;March 31;-;Self-released;NR;0;64;2
3323;Kinetic Kid;STUNTIN’ THRU THE PLAGUE;March 31;;- ;NR;0;95;2
3324;Claver Gold & Murubutu;Infernum;March 31;-;Glory Hole Records;NR;0;85;1
3325;Virgen Maria;Devil;March 31;;- ;NR;0;70;1
3326;Léo Hoffsaes;J’ai pour eux cet amour qui ne passe jamais, qui ne faiblit pas;March 31;-;enmossed;NR;0;74;1
3327;Dylan Baldi;Enemy At Home;March 31;;- ;NR;0;79;1
3328;Lustmord;Things That Were - 1980 - 1983;March 31;-;Lustmord;NR;0;33;1
3329;AlexTV;Progression;March 31;-;Eclipse Music Studios;NR;0;22;1
3330;Cas Metah & Blast Mega;Pow Bundy;March 31;-;Pow Bundy Records;NR;0;77;1
3331;Crypt & Joey Nato;When The Sky Turns Red;April 1,;Crypt / Feature;- ;NR;0;58;11
3332;Quebonafide;ROMANTIC PSYCHO;April 1,;-;QueQuality;NR;0;63;10
3333;Enemy Radio;Loud Is Not Enough;April 1,;-;The SpitSLAM Record;70;1;61;1
3334;​neim;rain;April 1,;;- ;NR;0;80;5
3335;Various Artists;Solitary Hymns;April 1,;;- ;NR;0;61;2
3336;Prurient;Casablanca Flamethrower;April 1,;-;Tesco;NR;0;76;2
3337;Criminal Justice;Stay Safe;April 1,;;- ;NR;0;76;2
3338;Jimi Tenor;Cinema Dabaab;April 1,;;- ;NR;0;75;1
3339;Sankofa;Glyde Drexler;April 1,;-;Sankofa;NR;0;81;1
3340;Radula;Lovechild;April 1,;-;Pacaya;NR;0;72;1
3341;Beast Music;Darkness Only Knows;April 2,;-;Lizard Snake Records;NR;0;77;6
3342;Phish;Sigma Oasis;April 2,;phish.com  ;Jam Band ;78;2;76;2
3343;John Carroll Kirby;Conflict;April 2,;-;Stones Throw Records;NR;0;51;5
3344;CODE KUNST;PEOPLE;April 2,;-;AOMG;NR;0;71;5
3345;Pictures Of Vernon;bug;April 2,;-;Counter Intuitive Records;NR;0;65;3
3346;Ant Wan;724;April 2,;-;Ant Wan;NR;0;65;2
3347;R Beny;Natural Fiction;April 2,;;- ;NR;0;59;1
3348;Trauma 74;Acceptable Citizens;April 2,;-;Evil Twins Records;NR;0;42;1
3349;The Strange Flowers;Songs for Imaginary Movies;April 2,;;- ;NR;0;77;1
3350;Daniel Birch;Music Made In Isolation;April 2,;;- ;NR;0;59;1
3351;Jung Deejay;7 Sketches for Akai Sampler;April 2,;-;Beer on the Rug;NR;0;NR;0
3352;ULTRA BEAST, Señor KAOS & 4-IZE;UNITED;April 2,;;- ;NR;0;NR;0
3353;Yves Tumor;Heaven To A Tortured Mind;April 3,;Neo-Psychedelia, Art Rock;Warp;85;17;80;17
3354;Thundercat;It Is What It Is;April 3,;Psychedelic Soul, Neo-Soul, Jazz-Funk;Brainfeeder;79;23;74;23
3355;Empress Of;I'm Your Empress Of;April 3,;Electropop, Synthpop;Terrible;83;9;73;9
3356;Purity Ring;WOMB;April 3,;Synthpop, Electropop;4AD;69;11;67;11
3357;TOPS;I Feel Alive;April 3,;Indie Pop, Dream Pop;Musique TOPS;71;8;71;8
3358;Pigs Pigs Pigs Pigs Pigs Pigs Pigs;Viscerals;April 3,;Stoner Metal, Heavy Psych;Rocket;79;12;70;12
3359;Anna Burch;If You're Dreaming;April 3,;Indie Pop, Indie Rock;Polyvinyl;75;11;68;11
3360;Mystery Jets;A Billion Heartbeats;April 3,;Indie Rock;Caroline International;83;8;68;8
3361;Sam Hunt;Southside;April 3,;Country Pop;MCA Nashville;57;6;27;6
3362;Ellis;Born Again;April 3,;Dream Pop, Indie Rock;Fat Possum;77;7;69;7
3363;Peach Pit;You and Your Friends;April 3,;Indie Rock;Columbia;60;2;68;2
3364;NNAMDÏ;BRAT;April 3,;;Art Pop, Experimental Hip Hop ;72;2;75;2
3365;All Time Low;Wake Up Sunshine;April 3,;Pop Rock, Alternative Rock;Fueled By Ramen;75;4;62;4
3366;Rod Wave;Pray 4 Love;April 3,;Trap Rap, Pop Rap;Alamo;73;1;58;1
3367;Testament;Titans of Creation;April 3,;Thrash Metal;Nuclear Blast;76;5;72;5
3368;M. Ward;Migration Stories;April 3,;Singer-Songwriter, Folk Pop;Anti-;74;8;62;8
3369;Wilma Archer;A Western Circular;April 3,;Nu Jazz;Domino;78;4;71;4
3370;Peel Dream Magazine;Agitprop Alterna;April 3,;Dream Pop, Shoegaze;Slumberland;72;3;70;3
3371;Stuck;Change Is Bad;April 3,;Art Punk, Post-Punk;Born Yesterday;NR;0;73;21
3372;Everything Is Recorded;FRIDAY FOREVER;April 3,;Art Pop, Experimental Hip Hop;XL;66;5;58;5
3373;Melkbelly;PITH;April 3,;Indie Rock;Wax Nine, Carpark;78;5;70;5
3374;Black Atlass;Dream Awake;April 3,;Alternative R&B;XO;70;1;74;1
3375;August Burns Red;Guardians;April 3,;Metalcore;Fearless Records;75;2;66;2
3376;CMON;Confusing Mix Of Nations;April 3,;Indie Pop;Mexican Summer;80;2;70;2
3377;Locate S,1;Personalia;April 3,;Indie Pop, Art Pop;Captured Tracks;80;1;68;1
3378;Born Ruffians;JUICE;April 3,;Indie Pop, Indie Rock;Yep Roc;73;3;65;3
3379;Nathan Fake;Blizzards;April 3,;Techno;Cambria Instruments;90;1;71;1
3380;A$AP Twelvyy;Before Noon;April 3,;;Trap Rap ;NR;0;60;14
3381;Emancipator;Mountain of Memory;April 3,;-;Loci;NR;0;73;14
3382;Minor Science;Second Language;April 3,;IDM, UK Bass;Whities;69;3;73;3
3383;Thievery Corporation;Symphonik;April 3,;Downtempo;Eighteenth Street Lounge Music;80;1;74;1
3384;Ashley McBryde;Never Will;April 3,;Country, Country Rock;Warner Nashville;80;4;72;4
3385;Violent Soho;Everything Is A-OK;April 3,;;Alternative Rock, Grunge ;70;2;67;2
3386;Steve Aoki;Neon Future IV;April 3,;-;Liberator/Ultra;NR;0;31;13
3387;The Lovely Eggs;I Am Moron;April 3,;Noise Pop;Egg;80;2;65;2
3388;Pure Reason Revolution;Eupnea;April 3,;;- ;NR;0;68;9
3389;Dino D'Santiago;KRIOLA;April 3,;;- ;NR;0;66;8
3390;Charmer;Ivy;April 3,;-;No Sleep;60;1;71;1
3391;Ren Harvieu;Revel In The Drama;April 3,;-;Bella Union;78;7;70;7
3392;Hollow Ship;Future Remains;April 3,;-;PNKSLM Recordings;70;1;71;1
3393;Sun Araw;Rock Sutra;April 3,;Neo-Psychedelia;Sun Ark;72;2;61;2
3394;Joyryde;BRAVE;April 3,;-;HARD Recs;NR;0;62;7
3395;Forndom;Faþir;April 3,;-;Nordvis;NR;0;69;7
3396;Clarice Jensen;The experience of repetition as death;April 3,;-;FatCat Records;NR;0;79;7
3397;Warm Digits;Flight of Ideas;April 3,;-;Memphis Industries;80;2;65;2
3398;James Elkington;Ever-Roving Eye;April 3,;-;Paradise of Bachelors;80;1;71;1
3399;tētēma;Necroscape;April 3,;-;Ipecac;40;1;58;1
3400;Shordie Shordie;>Music;April 3,;-;Dream Bigger, Warner;NR;0;59;6
3401;Mentrix;My Enemy, My Love;April 3,;-;House Of Strength;70;2;66;2
3402;MJ Cole;MJ Cole Presents Madrugada;April 3,;Modern Classical;Decca;75;2;74;2
3403;The Warlocks;The Chain;April 3,;-;Cleopatra Records;NR;0;54;5
3404;Мак Сима Мгла;Муниципальные сказки на ночь;April 3,;;- ;NR;0;77;5
3405;Red;Declaration;April 3,;-;The Fuel Music;NR;0;66;5
3406;INSTASAMKA;MAMACITA;April 3,;-;NaMneCash Music;NR;0;7;5
3407;Allan Rayman;Christian;April 3,;-;Universal Music Canada;NR;0;63;5
3408;Evan Caminiti;Varispeed Hydra;April 3,;;- ;80;1;73;1
3409;bvdub;Ten Times The World Lied;April 3,;-;Glacial Movements;NR;0;66;4
3410;Crisman;Crisman;April 3,;-;Topshelf Records;60;1;70;1
3411;L-space;Feed the Engines!;April 3,;-;Last Night From Glasgow;NR;0;76;4
3412;УГАДАЙКТО;audiodoping clan.mp3 (ft. игла);April 3,;-;КОНННЕКТ;NR;0;82;4
3413;Es;Less of Everything;April 3,;-;Upset The Rhythm;65;2;62;2
3414;Savage Mansion;Weird Country;April 3,;-;Lost Map;NR;0;69;4
3415;Ad Infinitum;Chapter I - Monarchy;April 3,;;- ;NR;0;48;3
3416;Irma Vep;Embarrassed Landscape;April 3,;-;Gringo Records;70;1;65;1
3417;Witch's Wall;Witch's Wall;April 3,;-;Cornelius Chapel Records;NR;0;75;3
3418;The Claudettes;High Times in the Dark;April 3,;-;Forty Below;80;1;73;1
3419;Félicia Atkinson;Everything Evaporate;April 3,;-;Shelter Press;NR;0;66;3
3420;FLESH;COSMOPOLITRAP;April 3,;-;Sony Music Entertainment;NR;0;56;2
3421;Sole;Worlds Not Yet Gone;April 3,;-;Black Box Tapes;NR;0;43;2
3422;Ezra Bell;This Way to Oblivion;April 3,;-;Dutch;80;1;75;1
3423;AKTHESAVIOR & Leon Fanourakis;FLATBU$H YEN;April 3,;-;1%;NR;0;44;2
3424;WateRR × Flu;Master Of The Art;April 3,;;- ;NR;0;64;2
3425;Blithe Field;Hymn For Anyone;April 3,;;- ;NR;0;53;2
3426;Weste;Abanico;April 3,;-;Geiser Discos;NR;0;78;2
3427;The Little Hands Of Asphalt;Half Empty;April 3,;-;Fika Recordings;NR;0;74;2
3428;Lunch Money Life;Immersion Chamber;April 3,;-;Scenic Route;NR;0;66;2
